campaign_id,campaign_name,campaign_type,channel,target_audience,geography,start_date,end_date,budget_allocated,amount_spent,impressions,clicks,leads_generated,conversions,revenue_generated,ctr,conversion_rate,cpc,cpa,customer_acquisition_cost,campaign_status,quarter,year,satisfaction_score,bounce_rate,engagement_rate,roi_percentage,campaign_duration_days,budget_utilization,revenue_per_impression,revenue_per_click,cost_efficiency_ratio,lead_to_conversion_rate,profit,profit_margin,is_profitable,campaign_month,campaign_quarter,roi_category,budget_tier,performance_score
CAMP_3174,Newsletter Brand Awareness - Content Marketing 2023,Brand Awareness,Content Marketing,Professionals 25-35,Europe,2023-09-24,2023-10-01,11604.97,8099.86,329477,5943,159,27,4923.63,1.8038,0.4543,1.36,299.99,374.99,Active,Q3,2023,3.6,78.98,5.11,-39.21,7,69.8,0.0149,0.83,0.61,16.98,-3176.23,-64.51,False,September,3,Negative ROI,Small (5K-25K),2.59
CAMP_5334,Spring Retention - Google Ads 2022,Retention,Google Ads,Parents,Europe,2022-03-04,2022-03-18,23840.75,21641.97,163786,6247,546,195,80989.35,3.8141,3.1215,3.46,110.98,138.72,Active,Q1,2022,4.0,87.89,8.21,274.22,14,90.78,0.4945,12.96,3.74,35.71,59347.38,73.28,True,March,1,High (150-300%),Small (5K-25K),10.75
CAMP_4692,Cyber Monday Conversion Push - SEO 2022,Conversion,SEO,Students,Asia Pacific,2022-05-19,2022-06-02,14281.83,9655.41,126563,6889,203,54,10873.46,5.4431,0.7839,1.4,178.8,223.5,Active,Q2,2022,4.3,74.43,2.83,12.62,14,67.61,0.0859,1.58,1.13,26.6,1218.05,11.2,True,May,2,Low (0-50%),Small (5K-25K),6.58
CAMP_9907,Black Friday Lead Gen - Instagram Ads 2022,Lead Generation,Instagram Ads,Professionals 25-35,Asia Pacific,2022-10-18,2022-12-17,6075.49,3614.96,226958,2670,96,33,3922.47,1.1764,1.236,1.35,109.54,136.93,Paused,Q4,2022,4.2,75.8,8.65,8.51,60,59.5,0.0173,1.47,1.09,34.38,307.51,7.84,True,October,4,Low (0-50%),Small (5K-25K),3.77
CAMP_3165,Monsoon Win-back - Social Media 2023,Re-engagement,Social Media,Students,Africa,2023-05-29,2023-06-19,4366.78,4248.86,166922,2499,53,8,477.68,1.4971,0.3201,1.7,531.11,663.89,Active,Q2,2023,3.4,92.0,0.3,-88.76,21,97.3,0.0029,0.19,0.11,15.09,-3771.18,-789.48,False,May,2,Negative ROI,Micro (<5K),1.88
CAMP_2006,New Year Win-back - Instagram Ads 2022,Re-engagement,Instagram Ads,Young Adults 18-25,Asia Pacific,2022-02-28,2022-03-30,8144.96,8552.21,256356,4220,110,14,1419.47,1.6461,0.3318,2.03,610.87,763.59,Completed,Q1,2022,3.6,82.77,12.6,-83.4,30,105.0,0.0055,0.34,0.17,12.73,-7132.74,-502.49,False,February,1,Negative ROI,Small (5K-25K),2.05
CAMP_1169,Webinar Conversion Push - Affiliate 2024,Conversion,Affiliate,Professionals 25-35,North America,2024-07-12,2024-08-02,21090.47,18724.43,529719,21282,1074,492,97062.12,4.0176,2.3118,0.88,38.06,47.58,Completed,Q3,2024,4.4,70.88,9.35,418.37,21,88.78,0.1832,4.56,5.18,45.81,78337.69,80.71,True,July,3,Exceptional (300%+),Small (5K-25K),9.89
CAMP_5688,Black Friday Conversion Push - Affiliate 2022,Conversion,Affiliate,Mid-Age 35-50,Europe,2022-03-16,2022-05-30,28479.18,29181.15,1327426,28955,1240,553,241678.34,2.1813,1.9099,1.01,52.77,65.96,Completed,Q1,2022,2.6,92.0,0.55,728.2,75,102.46,0.1821,8.35,8.28,44.6,212497.19,87.93,True,March,1,Exceptional (300%+),Medium (25K-100K),8.71
CAMP_7633,Holiday Retention - Influencer 2022,Retention,Influencer,Young Adults 18-25,North America,2022-11-03,2023-05-02,4673.98,3803.12,707063,4422,138,56,23314.25,0.6254,1.2664,0.86,67.91,84.89,Completed,Q4,2022,3.7,68.61,9.82,513.03,180,81.37,0.033,5.27,6.13,40.58,19511.13,83.69,True,November,4,Exceptional (300%+),Micro (<5K),5.28
CAMP_2921,Upsell Lead Gen - Social Media 2023,Lead Generation,Social Media,Parents,Middle East,2023-03-18,2023-05-02,25388.27,6755.52,666694,5653,303,48,2336.0,0.8479,0.8491,1.2,140.74,175.92,Cancelled,Q1,2023,3.9,81.25,12.33,-65.42,45,26.61,0.0035,0.41,0.35,15.84,-4419.52,-189.19,False,March,1,Negative ROI,Medium (25K-100K),2.44
CAMP_0147,Newsletter Conversion Push - Content Marketing 2023,Conversion,Content Marketing,Mid-Age 35-50,Asia Pacific,2023-08-24,2023-12-22,44441.25,46663.31,1479332,28359,1596,737,176571.19,1.917,2.5988,1.65,63.32,79.15,Completed,Q3,2023,3.8,92.0,9.61,278.39,120,105.0,0.1194,6.23,3.78,46.18,129907.88,73.57,True,August,3,High (150-300%),Medium (25K-100K),8.11
CAMP_1013,Product Launch Brand Awareness - Influencer 2022,Brand Awareness,Influencer,Professionals 25-35,Europe,2022-01-30,2022-07-29,5179.54,4503.0,756489,4767,88,13,2717.3,0.6301,0.2727,0.94,346.38,432.98,Completed,Q1,2022,3.6,81.13,3.43,-39.66,180,86.94,0.0036,0.57,0.6,14.77,-1785.7,-65.72,False,January,1,Negative ROI,Small (5K-25K),1.22
CAMP_1172,Monsoon Lead Gen - Email 2023,Lead Generation,Email,Professionals 25-35,Africa,2023-06-01,2023-06-15,10483.62,7238.12,367439,10106,804,482,87674.77,2.7504,4.7694,0.72,15.02,18.77,Paused,Q2,2023,4.1,89.16,2.14,1111.29,14,69.04,0.2386,8.68,12.11,59.95,80436.65,91.74,True,June,2,Exceptional (300%+),Small (5K-25K),16.27
CAMP_9838,Winter Brand Awareness - Instagram Ads 2024,Brand Awareness,Instagram Ads,Parents,North America,2024-07-07,2024-07-21,19387.77,19735.74,1513735,18867,543,64,9392.25,1.2464,0.3392,1.05,308.37,385.46,Completed,Q3,2024,3.6,77.53,5.88,-52.41,14,101.79,0.0062,0.5,0.48,11.79,-10343.49,-110.13,False,July,3,Negative ROI,Small (5K-25K),1.84
CAMP_7256,Evergreen Retention - Social Media 2023,Retention,Social Media,Students,North America,2023-02-12,2023-04-13,7574.18,7337.08,427371,7155,192,22,2818.16,1.6742,0.3075,1.03,333.5,416.88,Completed,Q1,2023,3.8,77.19,12.6,-61.59,60,96.87,0.0066,0.39,0.38,11.46,-4518.92,-160.35,False,February,1,Negative ROI,Small (5K-25K),2.11
CAMP_7147,Flash Sale Win-back - Content Marketing 2022,Re-engagement,Content Marketing,Mid-Age 35-50,Latin America,2022-10-13,2023-04-11,10165.67,9825.05,287549,5229,167,52,6880.08,1.8185,0.9945,1.88,188.94,236.18,Completed,Q4,2022,5.0,92.0,4.45,-29.97,180,96.65,0.0239,1.32,0.7,31.14,-2944.97,-42.8,False,October,4,Negative ROI,Small (5K-25K),3.7
CAMP_6504,Winter Conversion Push - Social Media 2022,Conversion,Social Media,Mid-Age 35-50,North America,2022-04-03,2022-06-02,33662.03,30192.68,2584647,20380,645,269,249593.06,0.7885,1.3199,1.48,112.24,140.3,Completed,Q2,2022,3.6,61.47,12.86,726.67,60,89.69,0.0966,12.25,8.27,41.71,219400.38,87.9,True,April,2,Exceptional (300%+),Medium (25K-100K),6.34
CAMP_8074,Autumn Retention - SEO 2024,Retention,SEO,Professionals 25-35,Middle East,2024-01-16,2024-03-01,5705.47,3271.41,82777,2614,154,64,1500.24,3.1579,2.4484,1.25,51.12,63.9,Paused,Q1,2024,4.3,82.59,0.3,-54.14,45,57.34,0.0181,0.57,0.46,41.56,-1771.17,-118.06,False,January,1,Negative ROI,Small (5K-25K),7.61
CAMP_6359,Cyber Monday Lead Gen - SEO 2023,Lead Generation,SEO,Senior 50+,North America,2023-11-01,2023-12-31,15684.63,12224.6,519949,11106,860,176,44207.53,2.136,1.5847,1.1,69.46,86.82,Active,Q4,2023,2.9,69.09,6.95,261.63,60,77.94,0.085,3.98,3.62,20.47,31982.93,72.35,True,November,4,High (150-300%),Small (5K-25K),6.24
CAMP_5219,Cyber Monday Win-back - Content Marketing 2022,Re-engagement,Content Marketing,Students,Latin America,2022-04-25,2022-08-23,13960.71,11909.14,397243,7379,290,63,7264.62,1.8576,0.8538,1.61,189.03,236.29,Completed,Q2,2022,3.7,78.07,9.64,-39.0,120,85.3,0.0183,0.98,0.61,21.72,-4644.52,-63.93,False,April,2,Negative ROI,Small (5K-25K),3.42
CAMP_6231,Brand Refresh Brand Awareness - Google Ads 2024,Brand Awareness,Google Ads,Mid-Age 35-50,Asia Pacific,2024-03-05,2024-05-04,14747.98,8719.79,94575,3787,57,10,1514.93,4.0042,0.2641,2.3,871.98,1089.97,Completed,Q1,2024,3.2,78.06,9.29,-82.63,60,59.13,0.016,0.4,0.17,17.54,-7204.86,-475.59,False,March,1,Negative ROI,Small (5K-25K),3.95
CAMP_4671,Spring Conversion Push - Email 2024,Conversion,Email,Mid-Age 35-50,Middle East,2024-09-13,2025-03-12,153646.75,108383.86,3263687,135848,6229,1783,468743.25799999695,4.1624,1.3125,0.8,60.79,75.99,Completed,Q3,2024,2.9,88.37,0.3,332.48,180,70.54,0.1436,3.45,4.32,28.62,360359.4,76.88,True,September,3,Exceptional (300%+),Large (100K-250K),7.73
CAMP_6630,Upsell Brand Awareness - YouTube 2022,Brand Awareness,YouTube,Students,Europe,2022-02-27,2022-05-13,10215.5,9118.87,1768648,13392,268,10,745.75,0.7572,0.0747,0.68,911.89,1139.86,Completed,Q1,2022,3.2,88.7,3.81,-91.82,75,89.27,0.0004,0.06,0.08,3.73,-8373.12,-1122.78,False,February,1,Negative ROI,Small (5K-25K),0.74
CAMP_1524,Summer Lead Gen - Instagram Ads 2024,Lead Generation,Instagram Ads,Professionals 25-35,Middle East,2024-09-15,2024-09-22,97689.05,66252.54,4148137,50713,2225,359,57413.45,1.2225,0.7079,1.31,184.55,230.69,Active,Q3,2024,3.6,78.06,12.9,-13.34,7,67.82,0.0138,1.13,0.87,16.13,-8839.09,-15.4,False,September,3,Negative ROI,Medium (25K-100K),2.69
CAMP_8740,Brand Refresh Win-back - Influencer 2022,Re-engagement,Influencer,Students,Asia Pacific,2022-08-04,2022-09-18,10121.06,9857.87,1108575,8629,292,39,5608.56,0.7784,0.452,1.14,252.77,315.96,Completed,Q3,2022,2.7,66.79,10.28,-43.11,45,97.4,0.0051,0.65,0.57,13.36,-4249.31,-75.76,False,August,3,Negative ROI,Small (5K-25K),1.69
CAMP_0026,Brand Refresh Retention - Content Marketing 2024,Retention,Content Marketing,Students,Asia Pacific,2024-09-07,2024-11-21,29461.17,30213.15,1025048,19691,2291,386,19753.45,1.921,1.9603,1.53,78.27,97.84,Completed,Q3,2024,5.0,79.45,8.01,-34.62,75,102.55,0.0193,1.0,0.65,16.85,-10459.7,-52.95,False,September,3,Negative ROI,Medium (25K-100K),5.66
CAMP_5084,New Year Lead Gen - Instagram Ads 2022,Lead Generation,Instagram Ads,Mid-Age 35-50,Europe,2022-07-06,2022-07-20,20771.41,18121.18,1124577,17739,979,173,30870.79,1.5774,0.9753,1.02,104.75,130.94,Completed,Q3,2022,3.5,79.51,0.3,70.36,14,87.24,0.0275,1.74,1.7,17.67,12749.61,41.3,True,July,3,Medium (50-150%),Small (5K-25K),3.84
CAMP_1205,Evergreen Conversion Push - Affiliate 2022,Conversion,Affiliate,Professionals 25-35,North America,2022-03-11,2022-06-09,34556.33,35745.03,1486174,34705,1202,455,234992.5,2.3352,1.3111,1.03,78.56,98.2,Completed,Q1,2022,4.9,81.71,1.1,557.41,90,103.44,0.1581,6.77,6.57,37.85,199247.47,84.79,True,March,1,Exceptional (300%+),Medium (25K-100K),7.01
CAMP_3610,Autumn Lead Gen - SEO 2024,Lead Generation,SEO,Mid-Age 35-50,Europe,2024-09-15,2024-12-14,20104.82,14685.67,194321,12352,926,304,93184.89,6.3565,2.4611,1.19,48.31,60.39,Active,Q3,2024,2.7,78.34,7.32,534.53,90,73.05,0.4795,7.54,6.35,32.83,78499.22,84.24,True,September,3,Exceptional (300%+),Small (5K-25K),12.65
CAMP_8878,Evergreen Win-back - Content Marketing 2023,Re-engagement,Content Marketing,Students,Latin America,2023-04-30,2023-06-14,8976.32,7768.83,598762,4622,258,39,907.0,0.7719,0.8438,1.68,199.2,249.0,Completed,Q2,2023,3.3,62.82,6.07,-88.33,45,86.55,0.0015,0.2,0.12,15.12,-6861.83,-756.54,False,April,2,Negative ROI,Small (5K-25K),2.28
CAMP_7893,Product Launch Conversion Push - Facebook Ads 2023,Conversion,Facebook Ads,Students,North America,2023-12-05,2024-03-04,5054.2,3697.02,139395,3081,111,26,3285.21,2.2103,0.8439,1.2,142.19,177.74,Completed,Q4,2023,2.7,92.0,4.59,-11.14,90,73.15,0.0236,1.07,0.89,23.42,-411.81,-12.54,False,December,4,Negative ROI,Small (5K-25K),3.81
CAMP_7738,Brand Refresh Conversion Push - Instagram Ads 2022,Conversion,Instagram Ads,Students,North America,2022-01-27,2022-07-26,18482.05,14637.69,678567,12273,319,65,18072.49,1.8087,0.5296,1.19,225.2,281.5,Active,Q1,2022,3.4,81.2,7.18,23.47,180,79.2,0.0266,1.47,1.23,20.38,3434.8,19.01,True,January,1,Low (0-50%),Small (5K-25K),2.98
CAMP_2873,Winter Win-back - Instagram Ads 2023,Re-engagement,Instagram Ads,Professionals 25-35,North America,2023-12-01,2024-01-15,42786.83,38552.84,4399030,27956,715,164,12622.29,0.6355,0.5866,1.38,235.08,293.85,Completed,Q4,2023,3.0,92.0,0.3,-67.26,45,90.1,0.0029,0.45,0.33,22.94,-25930.55,-205.43,False,December,4,Negative ROI,Medium (25K-100K),1.74
CAMP_2450,New Year Lead Gen - Google Ads 2022,Lead Generation,Google Ads,Parents,North America,2022-09-04,2022-11-18,10504.49,6093.3,93023,2564,291,91,8843.09,2.7563,3.5491,2.38,66.96,83.7,Paused,Q3,2022,3.7,76.55,8.47,45.13,75,58.01,0.0951,3.45,1.45,31.27,2749.79,31.1,True,September,3,Low (0-50%),Small (5K-25K),9.8
CAMP_2573,Black Friday Lead Gen - Content Marketing 2023,Lead Generation,Content Marketing,Mid-Age 35-50,North America,2023-06-20,2023-08-04,68625.86,61468.68,5386065,48358,6031,1561,244562.9,0.8978,3.228,1.27,39.38,49.22,Completed,Q2,2023,3.7,92.0,0.3,297.87,45,89.57,0.0454,5.06,3.98,25.88,183094.22,74.87,True,June,2,High (150-300%),Medium (25K-100K),8.54
CAMP_2340,Winter Conversion Push - Instagram Ads 2022,Lead Generation,Email,Professionals 25-35,Latin America,2023-09-02,2024-01-30,2647.9,2448.01,133404,3015,166,38,12168.13,2.2601,1.2604,0.81,64.42,80.53,Completed,Q3,2023,4.6,78.0,7.55,397.06,150,92.45,0.0912,4.04,4.97,22.89,9720.12,79.88,True,September,3,Exceptional (300%+),Micro (<5K),6.23
CAMP_8673,Loyalty Conversion Push - YouTube 2022,Conversion,YouTube,Professionals 25-35,Middle East,2022-05-01,2022-05-08,4144.38,4351.6,1697502,8713,277,55,8602.74,0.5133,0.6312,0.5,79.12,98.9,Completed,Q2,2022,4.8,82.46,10.71,97.69,7,105.0,0.0051,0.99,1.98,19.86,4251.14,49.42,True,May,2,Medium (50-150%),Micro (<5K),2.35
CAMP_6621,Newsletter Retention - YouTube 2024,Retention,YouTube,Parents,Europe,2024-03-22,2024-07-20,33031.08,34682.63,6205506,59701,1481,360,80322.96,0.9621,0.603,0.58,96.34,120.43,Completed,Q1,2024,4.7,66.58,12.92,131.59,120,105.0,0.0129,1.35,2.32,24.31,45640.33,56.82,True,March,1,Medium (50-150%),Medium (25K-100K),2.81
CAMP_5831,Black Friday Win-back - Google Ads 2023,Re-engagement,Google Ads,Mid-Age 35-50,North America,2023-02-22,2023-07-22,30742.13,30628.4,267090,12083,551,113,49398.1,4.5239,0.9352,2.53,271.05,338.81,Completed,Q1,2023,3.8,92.0,0.3,61.28,150,99.63,0.1849,4.09,1.61,20.51,18769.7,38.0,True,February,1,Medium (50-150%),Medium (25K-100K),6.27
CAMP_0997,Webinar Win-back - SEO 2022,Re-engagement,SEO,Young Adults 18-25,Asia Pacific,2022-05-21,2022-08-19,2300.61,2027.22,71660,1790,90,13,1112.3,2.4979,0.7263,1.13,155.94,194.92,Completed,Q2,2022,3.1,81.47,5.77,-45.13,90,88.12,0.0155,0.62,0.55,14.44,-914.92,-82.25,False,May,2,Negative ROI,Micro (<5K),3.7
CAMP_9680,Holiday Retention - Facebook Ads 2022,Retention,Facebook Ads,Senior 50+,North America,2022-11-08,2023-05-07,2617.15,2506.52,77390,1213,76,17,3784.13,1.5674,1.4015,2.07,147.44,184.3,Completed,Q4,2022,3.9,67.92,7.37,50.97,180,95.77,0.0489,3.12,1.51,22.37,1277.61,33.76,True,November,4,Medium (50-150%),Micro (<5K),4.59
CAMP_0324,Win-back Retention - YouTube 2024,Retention,YouTube,Mid-Age 35-50,Middle East,2024-10-08,2025-03-07,5635.8,5058.11,3964148,9686,389,105,18771.22,0.2443,1.084,0.52,48.17,60.21,Completed,Q4,2024,4.9,70.33,9.98,271.11,150,89.75,0.0047,1.94,3.71,26.99,13713.11,73.05,True,October,4,High (150-300%),Small (5K-25K),3.67
CAMP_9163,Premium Conversion Push - Google Ads 2022,Conversion,Google Ads,Mid-Age 35-50,Middle East,2022-01-07,2022-01-14,130001.51,86669.72,626429,40910,1845,859,149111.66,6.5307,2.0997,2.12,100.9,126.12,Active,Q1,2022,2.7,78.12,4.58,72.05,7,66.67,0.238,3.64,1.72,46.56,62441.94,41.88,True,January,1,Medium (50-150%),Large (100K-250K),10.32
CAMP_0395,Spring Brand Awareness - Google Ads 2024,Brand Awareness,Google Ads,Senior 50+,North America,2024-11-12,2025-05-11,27780.26,29169.27,276441,12526,290,39,11794.39,4.5312,0.3114,2.33,747.93,934.91,Completed,Q4,2024,4.0,86.6,2.35,-59.57,180,105.0,0.0427,0.94,0.4,13.45,-17374.88,-147.31,False,November,4,Negative ROI,Medium (25K-100K),4.59
CAMP_6771,Autumn Retention - Google Ads 2023,Retention,Google Ads,Professionals 25-35,Latin America,2023-10-01,2024-01-29,21261.73,16908.43,74618,5274,247,99,48953.61,7.068,1.8771,3.21,170.79,213.49,Completed,Q4,2023,4.8,76.33,11.36,189.52,120,79.53,0.6561,9.28,2.9,40.08,32045.18,65.46,True,October,4,High (150-300%),Small (5K-25K),10.8
CAMP_6347,Premium Lead Gen - Google Ads 2023,Lead Generation,Google Ads,Mid-Age 35-50,Asia Pacific,2023-05-12,2023-05-19,7255.76,5480.06,40372,2809,206,87,46397.73,6.9578,3.0972,1.95,62.99,78.74,Active,Q2,2023,3.2,70.27,8.59,746.66,7,75.53,1.1493,16.52,8.47,42.23,40917.67,88.19,True,May,2,Exceptional (300%+),Small (5K-25K),15.22
CAMP_0117,Evergreen Conversion Push - Influencer 2023,Conversion,Influencer,Professionals 25-35,Middle East,2023-07-21,2023-08-11,19087.59,16869.88,1987338,14592,493,142,41749.04,0.7342,0.9731,1.16,118.8,148.5,Active,Q3,2023,3.7,84.33,6.57,147.48,21,88.38,0.021,2.86,2.47,28.8,24879.16,59.59,True,July,3,Medium (50-150%),Small (5K-25K),3.4
CAMP_2427,Autumn Lead Gen - Social Media 2024,Lead Generation,Social Media,Parents,North America,2024-08-08,2024-09-22,18461.34,11500.99,516417,7639,712,115,36171.61,1.4792,1.5054,1.51,100.01,125.01,Completed,Q3,2024,3.6,80.71,5.37,214.51,45,62.3,0.07,4.74,3.15,16.15,24670.62,68.2,True,August,3,High (150-300%),Small (5K-25K),5.34
CAMP_8731,Upsell Lead Gen - Facebook Ads 2023,Lead Generation,Facebook Ads,Mid-Age 35-50,Asia Pacific,2023-07-31,2023-10-14,11219.0,10734.99,542298,9434,779,189,33487.12,1.7396,2.0034,1.14,56.8,71.0,Completed,Q3,2023,2.6,92.0,3.14,211.94,75,95.69,0.0618,3.55,3.12,24.26,22752.13,67.94,True,July,3,High (150-300%),Small (5K-25K),6.53
CAMP_0730,Summer Conversion Push - Affiliate 2022,Conversion,Affiliate,Students,Latin America,2022-10-29,2022-12-28,163137.2499999997,138411.95339999965,14832385,142660,6229,1783,424065.29,0.9618,1.2498,0.97,77.63,97.04,Completed,Q4,2022,4.0,74.03,9.74,206.38,60,84.84,0.0286,2.97,3.06,28.62,285653.34,67.36,True,October,4,High (150-300%),Large (100K-250K),4.36
CAMP_2464,Upsell Lead Gen - Google Ads 2022,Lead Generation,Google Ads,Parents,North America,2022-10-27,2022-11-10,28855.0,23621.8,230157,9553,934,287,107293.94,4.1506,3.0043,2.47,82.31,102.89,Completed,Q4,2022,3.4,80.48,10.51,354.22,14,81.86,0.4662,11.23,4.54,30.73,83672.14,77.98,True,October,4,Exceptional (300%+),Medium (25K-100K),11.12
CAMP_8014,Brand Refresh Conversion Push - Instagram Ads 2023,Conversion,Instagram Ads,Students,Latin America,2023-09-06,2024-02-03,12004.52,11486.97,684044,7625,262,52,12759.43,1.1147,0.682,1.51,220.9,276.12,Completed,Q3,2023,4.1,88.25,7.07,11.08,150,95.69,0.0187,1.67,1.11,19.85,1272.46,9.97,True,September,3,Low (0-50%),Small (5K-25K),2.64
CAMP_8029,Black Friday Lead Gen - Affiliate 2023,Lead Generation,Affiliate,Students,North America,2023-04-10,2023-04-17,31045.2,26690.69,1324702,23931,1991,465,78336.32,1.8065,1.9431,1.12,57.4,71.75,Completed,Q2,2023,3.4,65.95,15.78,193.5,7,85.97,0.0591,3.27,2.93,23.36,51645.63,65.93,True,April,2,High (150-300%),Medium (25K-100K),6.4
CAMP_4008,Winter Brand Awareness - Content Marketing 2022,Brand Awareness,Content Marketing,Professionals 25-35,Latin America,2022-04-29,2022-05-06,123001.24,15455.71,845997,9004,207,39,1456.44,1.0643,0.4331,1.72,396.3,495.38,Cancelled,Q2,2022,3.2,85.47,14.37,-90.58,7,12.57,0.0017,0.16,0.09,18.84,-13999.27,-961.2,False,April,2,Negative ROI,Large (100K-250K),1.72
CAMP_0025,Product Launch Lead Gen - SEO 2023,Lead Generation,SEO,Young Adults 18-25,North America,2023-05-27,2023-06-17,11201.27,11637.61,221422,9566,658,189,60716.17,4.3203,1.9757,1.22,61.57,76.96,Completed,Q2,2023,3.7,78.24,11.96,421.72,21,103.9,0.2742,6.35,5.22,28.72,49078.56,80.83,True,May,2,Exceptional (300%+),Small (5K-25K),9.51
CAMP_5469,Holiday Brand Awareness - Content Marketing 2023,Brand Awareness,Content Marketing,Professionals 25-35,Europe,2023-08-22,2024-02-18,29405.18,29851.05,1083610,19458,453,87,12050.29,1.7957,0.4471,1.53,343.12,428.9,Completed,Q3,2023,3.5,83.26,7.61,-59.63,180,101.52,0.0111,0.62,0.4,19.21,-17800.76,-147.72,False,August,3,Negative ROI,Medium (25K-100K),2.49
CAMP_8674,Festive Brand Awareness - Social Media 2024,Brand Awareness,Social Media,Mid-Age 35-50,Asia Pacific,2024-07-03,2024-12-30,2736.36,1706.6,113900,1469,41,6,1130.94,1.2897,0.4084,1.16,284.43,355.54,Paused,Q3,2024,3.8,68.55,9.3,-33.73,180,62.37,0.0099,0.77,0.66,14.63,-575.66,-50.9,False,July,3,Negative ROI,Micro (<5K),2.08
CAMP_6787,Holiday Retention - Content Marketing 2024,Retention,Content Marketing,Parents,North America,2024-02-17,2024-03-18,3244.99,3331.95,138238,2423,119,43,13056.24,1.7528,1.7747,1.38,77.49,96.86,Completed,Q1,2024,3.2,82.55,9.36,291.85,30,102.68,0.0944,5.39,3.92,36.13,9724.29,74.48,True,February,1,High (150-300%),Micro (<5K),6.4
CAMP_8762,Cyber Monday Conversion Push - SEO 2023,Conversion,SEO,Parents,Asia Pacific,2023-01-24,2023-05-24,13158.24,11444.05,187470,10276,443,176,53185.6,5.4814,1.7127,1.11,65.02,81.27,Completed,Q1,2023,4.1,80.08,12.37,364.74,120,86.97,0.2837,5.18,4.65,39.73,41741.55,78.48,True,January,1,Exceptional (300%+),Small (5K-25K),9.78
CAMP_8693,Flash Sale Lead Gen - Influencer 2023,Lead Generation,Influencer,Professionals 25-35,Europe,2023-10-19,2024-03-17,6966.16,6910.25,841787,5995,217,34,5263.78,0.7122,0.5671,1.15,203.24,254.05,Completed,Q4,2023,3.5,78.11,9.9,-23.83,150,99.2,0.0063,0.88,0.76,15.67,-1646.47,-31.28,False,October,4,Negative ROI,Small (5K-25K),1.93
CAMP_2869,Referral Win-back - Social Media 2023,Re-engagement,Social Media,Senior 50+,Latin America,2023-02-02,2023-05-03,12312.44,9132.46,478345,7600,186,27,6039.98,1.5888,0.3553,1.2,338.24,422.8,Completed,Q1,2023,3.4,82.31,7.74,-33.86,90,74.17,0.0126,0.79,0.66,14.52,-3092.48,-51.2,False,February,1,Negative ROI,Small (5K-25K),2.23
CAMP_0201,Upsell Brand Awareness - Instagram Ads 2023,Brand Awareness,Instagram Ads,Mid-Age 35-50,North America,2023-04-23,2023-07-22,19874.24,3254.23,291094,9977,41,6,164.5,3.4274,0.0601,0.33,542.37,677.96,Cancelled,Q2,2023,3.7,85.44,10.71,-94.95,90,16.37,0.0006,0.02,0.05,14.63,-3089.73,-1878.26,False,April,2,Negative ROI,Small (5K-25K),3.01
CAMP_8293,Product Launch Win-back - Affiliate 2022,Re-engagement,Affiliate,Mid-Age 35-50,Asia Pacific,2022-08-09,2022-09-23,58589.67,57180.84,4121470,73112,3730,1017,402858.95,1.7739,1.391,0.78,56.23,70.29,Completed,Q3,2022,3.3,87.99,3.09,604.53,45,97.6,0.0977,5.51,7.05,27.27,345678.11,85.81,True,August,3,Exceptional (300%+),Medium (25K-100K),6.86
CAMP_9585,Winter Brand Awareness - Content Marketing 2022,Brand Awareness,Content Marketing,Students,North America,2022-11-26,2023-04-25,28239.32,27363.9,997769,16699,242,27,12759.43,1.6736,0.1617,1.64,1013.48,1266.85,Completed,Q4,2022,4.2,76.78,2.73,-53.37,150,96.9,0.0128,0.76,0.47,11.16,-14604.47,-114.46,False,November,4,Negative ROI,Medium (25K-100K),1.85
CAMP_2439,Newsletter Lead Gen - Instagram Ads 2023,Lead Generation,Instagram Ads,Mid-Age 35-50,Middle East,2023-12-05,2024-01-19,13951.28,7115.15,607683,5849,396,88,14776.17,0.9625,1.5045,1.22,80.85,101.06,Paused,Q4,2023,4.4,82.42,18.07,107.67,45,51.0,0.0243,2.53,2.08,22.22,7661.02,51.85,True,December,4,Medium (50-150%),Small (5K-25K),4.49
CAMP_0770,Festive Lead Gen - Email 2024,Lead Generation,Email,Senior 50+,North America,2024-11-27,2025-03-27,11503.3,10892.89,508382,18981,1070,193,12760.21,3.7336,1.0168,0.57,56.44,70.55,Completed,Q4,2024,3.8,68.47,9.89,17.14,120,94.69,0.0251,0.67,1.17,18.04,1867.32,14.63,True,November,4,Low (0-50%),Small (5K-25K),5.57
CAMP_3193,New Year Conversion Push - Email 2024,Conversion,Email,Mid-Age 35-50,Asia Pacific,2024-10-09,2025-02-06,61265.5,58350.57,3089058,69490,2652,991,242337.79,2.2496,1.4261,0.84,58.88,73.6,Completed,Q4,2024,3.6,76.72,10.26,315.31,120,95.24,0.0785,3.49,4.15,37.37,183987.22,75.92,True,October,4,Exceptional (300%+),Medium (25K-100K),6.24
CAMP_6413,Loyalty Lead Gen - Social Media 2022,Lead Generation,Social Media,Young Adults 18-25,Asia Pacific,2022-02-01,2022-03-03,27685.12,29069.38,1277940,22104,1159,138,29527.92,1.7297,0.6243,1.32,210.65,263.31,Completed,Q1,2022,3.6,86.25,10.82,1.58,30,105.0,0.0231,1.34,1.02,11.91,458.54,1.55,True,February,1,Low (0-50%),Medium (25K-100K),3.02
