campaign_id,campaign_name,campaign_type,channel,target_audience,geography,start_date,end_date,budget_allocated,amount_spent,impressions,clicks,leads_generated,conversions,revenue_generated,ctr,conversion_rate,cpc,cpa,customer_acquisition_cost,campaign_status,quarter,year,satisfaction_score,bounce_rate,engagement_rate,roi_percentage
CAMP_9529,Win-back Win-back - Instagram Ads 2022,Re-engagement,Instagram Ads,Professionals 25-35,Latin America,2022-01-30,2022-04-15,12178.96,9590.27,978900.0,6798.0,199.0,24.0,2267.67,0.6945,0.353,1.41,399.59,499.49,Completed,Q1,2022.0,3.5,,12.62,-76.35
CAMP_3508,Festive Conversion Push - Influencer 2024,Conversion,Influencer,Senior 50+,Latin America,2024-10-02,2024-11-16,12346.22,9879.2,1016557.0,10335.0,301.0,65.0,18218.56,1.0167,0.6289,0.96,151.99,189.98,Completed,Q4,2024.0,4.4,67.03,18.97,84.41
CAMP_2246,Back to School Conversion Push - Email 2024,Conversion,Email,Mid-Age 35-50,North America,2024-03-17,2024-04-16,10637.68,8609.98,302894.0,11954.0,528.0,242.0,61613.28,3.9466,,0.72,35.58,44.47,Active,Q1,2024.0,2.2,65.73,17.72,615.6
CAMP_3287,Summer Retention - SEO 2024,Retention,SEO,Parents,Africa,2024-08-29,2024-12-27,13988.04,12731.03,396535.0,12748.0,804.0,332.0,66915.38,3.2148,2.6043,1.0,38.35,47.93,Active,Q3,2024.0,3.4,92.0,9.05,425.61
CAMP_4427,Win-back Lead Gen - SEO 2022,Lead Generation,SEO,Professionals 25-35,Asia Pacific,2022-02-04,2022-02-25,65997.53,57667.41,1911123.0,57504.0,6591.0,2138.0,458685.28,3.0089,3.718,1.0,26.97,33.72,Completed,Q1,2022.0,4.7,90.06,4.64,695.4
CAMP_6038,Upsell Win-back - Content Marketing 2024,Re-engagement,Content Marketing,Mid-Age 35-50,Latin America,2024-01-13,2024-02-03,7461.25,6110.08,236141.0,4161.0,200.0,58.0,15337.21,1.7621,1.3939,1.47,105.35,131.68,Completed,Q1,2024.0,2.1,62.24,14.87,151.01
CAMP_9582,Loyalty Brand Awareness - Instagram Ads 2023,Brand Awareness,Instagram Ads,Mid-Age 35-50,Asia Pacific,2023-12-26,2024-06-23,13279.92,12304.76,698262.0,9480.0,201.0,30.0,4576.27,1.3577,0.3165,1.3,410.16,512.7,Completed,Q4,2023.0,4.1,85.93,7.19,-62.81
CAMP_5960,Brand Refresh Lead Gen - Instagram Ads 2024,Lead Generation,Instagram Ads,Professionals 25-35,Asia Pacific,2024-05-21,2024-11-17,38501.33,40426.4,2215061.0,24411.0,887.0,224.0,49273.91,1.102,0.9176,1.66,180.47,,Completed,Q2,2024.0,3.4,87.05,1.29,21.89
CAMP_7550,Black Friday Conversion Push - Affiliate 2023,conversion,Affiliate,Senior 50+,North America,2023-12-31,2024-06-28,5857.94,4265.45,257698.0,5026.0,194.0,49.0,6900.88,1.9503,0.9749,0.85,87.05,108.81,Completed,Q4,2023.0,3.9,74.05,15.69,61.79
CAMP_5895,Festive Conversion Push - Social Media 2022,Conversion,Social Media,Parents,,2022-11-08,2022-11-29,15658.4,8674.92,623324.0,6908.0,229.0,46.0,1652.42,1.1083,0.6659,1.26,188.59,235.73,Paused,Q4,2022.0,3.7,92.0,6.86,-80.95
CAMP_0160,Autumn Win-back - SEO 2024,Re-engagement,SEO,Professionals 25-35,Latin America,2024-11-04,2025-01-18,11887.86,12482.25,623653.0,12961.0,485.0,164.0,42690.7,2.0782,1.2653,0.96,76.11,95.14,Completed,Q4,2024.0,4.2,85.8,6.9,242.01
CAMP_3892,Upsell Retention - Facebook Ads 2022,Retention,Facebook Ads,Mid-Age 35-50,Asia Pacific,2022-10-09,2022-11-23,26037.95,18122.78,784658.0,14914.0,618.0,126.0,68539.98,1.9007,0.8448,1.22,143.83,179.79,Active,Q4,2022.0,3.9,92.0,7.49,278.2
CAMP_0326,Flash Sale Retention - SEO 2023,Retention,SEO,Parents,Middle East,2023-06-04,2023-07-19,6127.71,5443.29,126804.0,3635.0,175.0,77.0,6326.99,2.8666,2.1183,1.5,70.69,88.37,Completed,Q2,2023.0,,92.0,2.51,3.25
CAMP_6576,Webinar Conversion Push - Facebook Ads 2023,Conversion,facebook ads,Mid-Age 35-50,North America,2023-07-31,2023-08-07,23308.34,19852.82,1030992.0,15235.0,793.0,418.0,92160.86,1.4777,2.7437,1.3,47.49,59.37,Active,Q3,2023.0,1.8,90.49,1.32,364.22
CAMP_2680,Evergreen Brand Awareness - Instagram Ads 2022,Brand Awareness,Instagram Ads,Students,Latin America,2022-03-14,2022-03-21,18563.1,19491.26,885589.0,14259.0,146.0,11.0,684.05,1.6101,0.0771,1.37,1771.93,2214.92,Completed,Q1,2022.0,2.9,85.57,1.8,-96.49
CAMP_6086,Back to School Conversion Push - Affiliate 2022,Conversion,Affiliate,Mid-Age 35-50,North America,2022-01-01,2022-05-01,8564.44,8597.41,346012.0,10859.0,498.0,196.0,32518.72,3.1383,1.805,0.79,43.86,,Completed,Q1,2022.0,4.3,85.54,1.77,278.24
CAMP_1711,Brand Refresh Win-back - Email 2024,Re-engagement,Email,Mid-Age 35-50,Europe,2024-07-24,2024-08-23,3228.63,3054.82,252552.0,3496.0,76.0,,5325.33,1.3843,0.8867,0.87,98.54,123.18,active,Q3,2024.0,2.4,68.79,6.36,74.33
CAMP_0973,Product Launch Brand Awareness - Influencer 2023,Brand Awareness,Influencer,Students,Middle East,2023-08-08,2023-09-22,1437.94,1435.24,186546.0,1229.0,27.0,2.0,207.82,0.6588,0.1627,1.17,717.62,897.02,Active,Q3,2023.0,3.5,83.36,3.79,-85.52
CAMP_1300,Win-back Brand Awareness - Social Media 2022,Brand Awareness,Social Media,Senior 50+,North America,2022-01-14,2022-02-04,97890.7,95556.69,3886548.0,62576.0,1702.0,127.0,22784.96,1.6101,0.203,1.53,752.41,940.52,Completed,Q1,2022.0,3.5,78.68,8.65,-76.16
CAMP_1215,Upsell Retention - Social Media 2024,Retention,Social Media,Professionals 25-35,Latin America,2024-11-04,2024-12-19,4834.66,3888.58,183322.0,2652.0,111.0,49.0,2881.21,1.4466,1.8477,,79.36,99.2,Active,Q4,2024.0,4.7,,4.76,-25.91
CAMP_7151,Evergreen Win-back - Influencer 2023,Re-engagement,Influencer,Senior 50+,Latin America,2023-10-22,2024-01-20,28408.43,20636.35,2795237.0,17585.0,268.0,35.0,5500.09,0.6291,0.199,1.17,589.61,737.01,Completed,Q4,2023.0,3.9,87.77,0.3,-73.35
CAMP_2469,Brand Refresh Lead Gen - YouTube 2023,Lead Generation,YouTube,Mid-Age 35-50,North America,2023-09-12,2024-01-10,692.48,643.3,282171.0,1610.0,49.0,8.0,241.69,0.5706,0.4969,0.4,80.41,100.52,Completed,Q3,2023.0,3.4,83.35,4.49,-62.43
CAMP_3958,Product Launch Brand Awareness - SEO 2022,Brand Awareness,SEO,Parents,North America,2022-02-09,2022-02-16,9375.15,7198.27,178421.0,6161.0,100.0,11.0,473.67,3.4531,0.1785,1.17,654.39,817.99,completed,Q1,2022.0,4.2,79.02,6.58,-93.42
CAMP_8084,Spring Brand Awareness - Influencer 2024,Brand Awareness,Influencer,Professionals 25-35,Europe,2024-02-22,2024-08-20,12447.49,10989.27,1366420.0,8240.0,73.0,8.0,2414.87,0.603,0.0971,1.33,1373.66,1717.07,Completed,Q1,2024.0,3.1,72.14,15.84,-78.03
CAMP_0936,Holiday Lead Gen - Facebook Ads 2023,Lead Generation,Facebook Ads,Mid-Age 35-50,Europe,2023-02-10,2023-08-09,13979.52,9506.14,457914.0,5988.0,336.0,84.0,8614.97,1.3077,1.4028,1.59,113.17,141.46,Completed,Q1,2023.0,3.0,85.4,8.89,-9.37
CAMP_1050,Webinar Brand Awareness - YouTube 2023,Brand Awareness,YouTube,Students,Europe,2023-05-31,2023-08-29,130916.98,130212.44,30660325.0,204714.0,2929.0,239.0,40053.94,,0.1167,0.64,544.82,681.03,Completed,Q2,2023.0,3.3,77.66,5.83,-69.24
CAMP_5366,Cyber Monday Brand Awareness - Email 2023,Brand Awareness,Email,Senior 50+,Latin America,2023-10-28,2024-01-11,268855.51,282298.29,10992065.0,298119.0,4846.0,983.0,105190.11,2.7121,0.3297,0.95,287.18,358.98,Completed,Q4,2023.0,3.7,74.16,6.69,-62.74
CAMP_4358,Premium Win-back - YouTube 2022,Re-engagement,YouTube,Professionals 25-35,Asia Pacific,2022-12-28,2023-01-27,14514.59,3162.48,683716.0,4755.0,111.0,13.0,162.99,0.6955,0.2734,0.67,243.27,304.08,Cancelled,Q4,2022.0,2.0,81.75,7.35,-94.85
CAMP_4146,Summer Lead Gen - Facebook Ads 2022,Lead Generation,Facebook Ads,Senior 50+,North America,2022-08-31,2022-12-29,59988.38,45308.5,2234798.0,27865.0,1862.0,354.0,,1.2469,1.2704,1.63,127.99,159.99,Completed,Q3,2022.0,2.5,92.0,4.93,105.68
CAMP_6396,Cyber Monday Conversion Push - YouTube 2022,Conversion,YouTube,Mid-Age 35-50,Europe,2022-04-11,2022-05-26,61453.31,59283.74,16458198.0,101782.0,3356.0,1189.0,193569.61,0.6184,1.1682,0.58,49.86,62.33,Completed,Q2,2022.0,4.0,92.0,6.14,226.51
CAMP_1356,Festive Win-back - Email 2023,Re-engagement,Email,Young Adults 18-25,North America,2023-06-28,2023-09-26,1102.98,1090.59,36684.0,1095.0,48.0,10.0,2690.29,2.985,0.9132,1.0,,136.32,Completed,Q2,2023.0,4.3,70.5,6.63,146.68
CAMP_2897,Referral Brand Awareness - Influencer 2023,Brand Awareness,Influencer,Students,Middle East,2023-08-19,2024-02-15,7408.21,7017.51,839755.0,4746.0,75.0,6.0,539.36,0.5652,0.1264,1.48,1169.59,1461.98,Completed,Q3,2023.0,5.0,88.21,5.47,-92.31
CAMP_1428,New Year Brand Awareness - Influencer 2022,Brand Awareness,Influencer,Students,Africa,2022-03-07,2022-03-28,3082.26,327.44,19479.0,176.0,3.0,0.0,0.0,0.9035,0.0,1.86,0.0,0.0,Cancelled,Q1,2022.0,3.5,85.62,12.24,-100.0
CAMP_8784,Back to School Brand Awareness - Affiliate 2022,Brand Awareness,Affiliate,Mid-Age 35-50,Africa,2022-02-07,2022-06-07,18583.39,15051.89,811608.0,17068.0,333.0,63.0,16339.96,2.103,0.3691,0.88,238.92,298.65,Completed,Q1,2022.0,2.4,92.0,6.99,8.56
CAMP_4166,Monsoon Brand Awareness - Affiliate 2023,Brand Awareness,Affiliate,Young Adults 18-25,Asia Pacific,2023-10-01,2023-12-15,5094.74,3154.9,74312.0,2693.0,43.0,5.0,441.08,3.6239,0.1857,1.17,630.98,788.73,Paused,Q4,2023.0,4.2,85.83,3.06,-86.02
CAMP_7980,Upsell Lead Gen - Affiliate 2022,lead generation,Affiliate,Senior 50+,Latin America,2022-06-26,2022-07-26,3395.06,3170.21,94763.0,3296.0,209.0,41.0,5274.57,3.4782,1.2439,0.96,77.32,96.65,Completed,Q2,2022.0,4.1,82.22,6.71,66.38
CAMP_6634,Monsoon Win-back - YouTube 2023,Re-engagement,YouTube,Mid-Age 35-50,Asia Pacific,2023-02-11,2023-03-04,1575.48,1640.54,1508894.0,3052.0,73.0,19.0,3153.45,0.2023,0.6225,0.54,86.34,107.93,Completed,Q1,2023.0,4.5,87.69,2.27,92.22
CAMP_1602,Back to School Lead Gen - Influencer 2022,Lead Generation,Influencer,Professionals 25-35,Europe,2022-06-24,2022-12-21,64229.44,55830.06,6463669.0,40917.0,1753.0,356.0,66379.56,0.633,0.8701,1.36,156.83,196.03,Completed,Q2,2022.0,4.7,89.71,11.51,18.9
CAMP_7915,Festive Win-back - Email 2024,Re-engagement,Email,Mid-Age 35-50,North America,2024-08-10,2024-10-24,7741.13,762.54,32690.0,1070.0,39.0,14.0,775.57,3.2732,1.3084,0.71,54.47,68.08,Cancelled,Q3,2024.0,3.9,71.86,8.14,1.71
CAMP_7508,Spring Win-back - SEO 2022,Re-engagement,SEO,Parents,Asia Pacific,2022-11-21,2023-03-21,3015.97,2936.24,48102.0,1885.0,87.0,28.0,5417.93,3.9188,1.4854,1.56,104.87,131.08,Completed,Q4,2022.0,4.0,74.75,5.92,84.52
CAMP_0601,Spring Win-back - SEO 2024,Re-engagement,SEO,Mid-Age 35-50,Latin America,2024-01-24,2024-02-23,6868.52,6264.68,485183.0,8486.0,351.0,93.0,12845.47,1.749,1.0959,0.74,67.36,84.2,Completed,Q1,2024.0,2.6,88.29,5.89,105.05
CAMP_5927,Premium Brand Awareness - Email 2023,brand awareness,Email,Parents,North America,2023-06-06,2023-06-27,15409.62,14242.29,409837.0,15261.0,273.0,47.0,3939.32,3.7237,0.308,0.93,303.03,378.78,Completed,Q2,2023.0,3.6,80.38,5.49,-72.34
CAMP_6071,,Retention,SEO,Students,Asia Pacific,2024-01-18,2024-03-18,17302.63,10993.32,412642.0,11759.0,610.0,137.0,29502.85,2.8497,1.1651,0.93,80.24,100.3,Active,Q1,2024.0,2.3,84.44,8.6,168.37
CAMP_3853,Monsoon Brand Awareness - SEO 2022,Brand Awareness,SEO,Professionals 25-35,North America,2022-10-27,2022-11-17,6458.05,4579.69,79393.0,3487.0,63.0,12.0,2220.7,4.3921,0.3441,1.31,381.64,477.05,Completed,Q4,2022.0,3.2,85.2,0.3,-51.51
CAMP_4404,Loyalty Brand Awareness - SEO 2024,Brand Awareness,SEO,Parents,Europe,2024-05-11,2024-05-25,6633.6,5946.52,193092.0,7290.0,145.0,43.0,15672.52,3.7754,0.5898,0.82,138.29,172.86,Completed,Q2,2024.0,3.0,90.65,10.36,163.56
CAMP_0823,Upsell Conversion Push - Content Marketing 2023,Conversion,Content Marketing,Professionals 25-35,Latin America,2023-07-21,2023-10-19,1715.58,1677.03,73493.0,994.0,48.0,24.0,,1.3525,2.4145,1.69,69.88,87.35,Active,Q3,2023.0,3.2,79.93,,153.77
CAMP_0946,Flash Sale Retention - Affiliate 2023,Retention,Affiliate,Young Adults 18-25,Africa,2023-11-18,2024-02-01,17219.07,9471.25,418204.0,11559.0,512.0,132.0,19741.5,2.764,1.142,0.82,71.75,89.69,Paused,Q4,2023.0,3.5,92.0,13.59,108.44
CAMP_1468,Win-back Conversion Push - Content Marketing 2023,Conversion,Content Marketing,Senior 50+,North America,2023-09-06,2023-12-05,19845.36,15725.08,766741.0,11011.0,578.0,92.0,27526.53,1.4361,0.8355,1.43,170.92,213.66,Completed,Q3,2023.0,2.2,70.3,5.86,75.05
CAMP_6348,Win-back Brand Awareness - Influencer 2022,Brand Awareness,Influencer,Young Adults 18-25,Europe,2022-04-19,2022-07-03,6305.38,5708.93,566037.0,4813.0,64.0,12.0,1169.17,0.8503,0.2493,1.19,475.74,,Completed,Q2,2022.0,3.0,92.0,4.97,-79.52
CAMP_0386,Newsletter Lead Gen - Facebook Ads 2022,Lead Generation,Facebook Ads,Mid-Age 35-50,North America,2022-06-03,2022-06-10,10030.72,1685.87,46863.0,1389.0,105.0,26.0,1574.83,2.964,1.8719,1.21,64.84,81.05,,Q2,2022.0,3.9,89.08,9.57,-6.59
CAMP_9651,Product Launch Conversion Push - Social Media 2023,Conversion,Social Media,Young Adults 18-25,Europe,2023-04-25,2023-05-02,70963.63,57446.57,2834630.0,48396.0,1512.0,349.0,37678.65,1.7073,0.7211,1.19,164.6,205.75,completed,Q2,2023.0,3.0,63.26,18.0,-34.41
CAMP_8838,Premium Retention - Influencer 2023,Retention,Influencer,Parents,North America,2023-01-23,2023-02-13,5571.91,4123.25,940930.0,4748.0,219.0,70.0,42720.61,0.5046,1.4743,0.87,58.9,73.63,completed,Q1,2023.0,4.4,76.8,12.74,936.09
CAMP_7801,Evergreen Retention - Influencer 2023,Retention,Influencer,Professionals 25-35,Africa,2023-04-30,2023-06-14,9290.65,7017.54,918201.0,5330.0,153.0,82.0,22435.36,0.5805,1.5385,,85.58,106.97,Completed,Q2,2023.0,3.6,86.18,6.25,219.7
CAMP_5926,Monsoon Conversion Push - Influencer 2022,Conversion,Influencer,Parents,Europe,2022-10-19,2023-01-02,6450.67,5589.53,553716.0,5032.0,132.0,33.0,3036.75,0.9088,0.6558,1.11,169.38,211.72,Completed,Q4,2022.0,3.5,73.78,5.68,-45.67
CAMP_5940,Holiday Lead Gen - Email 2023,Lead Generation,Email,Professionals 25-35,North America,2023-07-17,2023-09-30,79244.4,65974.27,3130742.0,75932.0,9036.0,2415.0,198962.71,2.4254,3.1805,0.87,27.32,34.15,Active,Q3,2023.0,4.0,87.72,6.3,201.58
CAMP_7894,Referral Lead Gen - Google Ads 2023,Lead Generation,Google Ads,Students,North America,2023-02-16,2023-04-02,,5063.85,44427.0,2009.0,125.0,23.0,31711.01,4.522,1.1448,2.52,220.17,275.21,Completed,Q1,2023.0,2.8,83.51,,526.22
CAMP_4254,Brand Refresh Conversion Push - Instagram Ads 2023,Conversion,Instagram Ads,Young Adults 18-25,Asia Pacific,2023-04-28,2023-05-05,34651.95,33955.91,1779917.0,20526.0,621.0,175.0,19904.04,1.1532,0.8526,1.65,194.03,242.54,Completed,Q2,2023.0,3.1,87.01,8.03,-41.38
CAMP_9574,Holiday Lead Gen - Influencer 2024,Lead Generation,Influencer,Professionals 25-35,North America,2024-10-21,2025-04-19,14281.68,11259.65,952250.0,9061.0,534.0,107.0,27139.16,0.9515,1.1809,1.24,105.23,131.54,Completed,Q4,2024.0,2.6,,0.3,141.03
CAMP_4168,New Year Lead Gen - Google Ads 2022,Lead Generation,Google Ads,Mid-Age 35-50,North America,2022-02-15,2022-05-01,14577.93,14074.3,111041.0,5722.0,787.0,304.0,79053.64,5.1531,5.3128,2.46,46.3,57.87,Completed,Q1,2022.0,4.2,81.7,15.59,461.69
CAMP_1868,Monsoon Conversion Push - Instagram Ads 2023,Conversion,Instagram Ads,Professionals 25-35,Europe,2023-12-05,2024-04-03,39529.88,26130.12,1654295.0,18539.0,628.0,180.0,18366.84,1.1207,0.9709,1.41,145.17,181.46,Active,Q4,2023.0,3.7,71.32,13.52,-29.71
CAMP_9613,Product Launch Lead Gen - Google Ads 2024,Lead Generation,Google Ads,Senior 50+,Europe,2024-01-02,2024-04-01,5208.23,3626.06,19909.0,957.0,74.0,10.0,1323.21,4.8069,1.0449,3.79,362.61,453.26,Active,Q1,2024.0,3.6,86.45,12.95,
CAMP_0422,Winter Win-back - YouTube 2023,Re-engagement,YouTube,Mid-Age 35-50,Asia Pacific,2023-06-02,2023-07-02,3336.98,3201.54,2144015.0,5272.0,104.0,23.0,4059.91,0.2459,0.4363,0.61,139.2,174.0,Completed,Q2,2023.0,3.0,87.21,6.87,26.81
CAMP_5129,Loyalty Conversion Push - Email 2022,Conversion,Email,Mid-Age 35-50,North America,2022-07-14,2022-07-21,32445.36,28273.45,680813.0,29946.0,918.0,551.0,187138.5,4.3986,1.84,0.94,51.31,64.14,Completed,Q3,2022.0,3.4,85.04,0.3,561.89
CAMP_8726,Flash Sale Conversion Push - Content Marketing 2023,Conversion,Content Marketing,Professionals 25-35,Middle East,2023-10-05,2023-10-12,7574.1,7290.03,321870.0,5370.0,244.0,105.0,33782.27,1.6684,1.9553,1.36,69.43,86.79,Completed,Q4,2023.0,3.8,90.56,0.3,363.4
CAMP_5911,Flash Sale Retention - SEO 2022,Retention,seo,Professionals 25-35,Europe,2022-06-16,2022-12-13,10320.48,8406.11,429989.0,10654.0,406.0,125.0,23926.27,2.4777,1.1733,0.79,67.25,84.06,Completed,Q2,2022.0,3.2,80.49,2.63,184.63
CAMP_9183,Loyalty Lead Gen - Content Marketing 2022,Lead Generation,Content Marketing,Parents,Middle East,2022-10-27,2023-03-26,19418.73,17299.52,588971.0,7997.0,1401.0,421.0,148326.06,1.3578,5.2645,2.16,41.09,51.36,Completed,Q4,2022.0,3.1,89.93,8.47,757.4
CAMP_8150,Referral Lead Gen - Instagram Ads 2024,Lead Generation,Instagram Ads,Professionals 25-35,Europe,2024-10-25,2024-11-15,6214.34,5484.75,659612.0,4706.0,221.0,36.0,3096.78,0.7134,0.765,1.17,152.35,190.44,Completed,Q4,2024.0,2.4,68.08,10.28,-43.54
CAMP_0107,Upsell Conversion Push - YouTube 2024,Conversion,YouTube,Mid-Age 35-50,Europe,2024-05-24,2024-10-21,6855.95,7198.75,1963482.0,13479.0,392.0,130.0,16785.4,0.6865,0.9645,0.53,55.38,69.22,Completed,Q2,2024.0,4.3,78.38,10.47,133.17
CAMP_1194,Back to School Conversion Push - Social Media 2022,Conversion,Social Media,Parents,Latin America,2022-05-07,2022-07-21,25885.27,27179.53,1359298.0,23476.0,909.0,275.0,6360.01,1.7271,1.1714,1.16,98.83,123.54,Completed,Q2,2022.0,3.5,92.0,9.13,-76.6
CAMP_1984,Evergreen Conversion Push - YouTube 2022,Conversion,YouTube,Senior 50+,Europe,2022-05-28,2022-08-26,16187.8,12342.91,5487250.0,25100.0,474.0,53.0,6970.62,0.4574,0.2112,0.49,232.89,291.11,Active,Q2,2022.0,3.0,91.79,8.32,-43.53
CAMP_8708,Holiday Lead Gen - Social Media 2023,Lead Generation,Social Media,Senior 50+,North America,2023-05-20,2023-11-16,10055.15,9621.06,578098.0,6870.0,472.0,91.0,26482.29,1.1884,1.3246,1.4,105.73,132.16,Completed,Q2,2023.0,3.7,78.61,16.4,175.25
CAMP_7485,Back to School Conversion Push - Google Ads 2023,Conversion,Google Ads,Young Adults 18-25,Middle East,2023-03-29,2023-04-12,16423.63,12595.44,99231.0,4634.0,299.0,117.0,37878.85,4.6699,2.5248,2.72,107.65,134.57,Completed,Q1,2023.0,4.0,76.17,14.29,200.73
CAMP_0969,Loyalty Conversion Push - Email 2023,Conversion,Email,Young Adults 18-25,Europe,2023-05-30,2023-06-29,48179.9,35865.69,1225372.0,53120.0,2388.0,882.0,161088.69,4.335,1.6604,0.68,40.66,50.83,Completed,Q2,2023.0,3.2,61.5,20.08,349.14
CAMP_4717,Brand Refresh Conversion Push - SEO 2024,Conversion,SEO,Senior 50+,North America,2024-08-22,2024-10-06,39612.94,35112.99,860921.0,29419.0,1149.0,281.0,111655.86,3.4172,0.9552,1.19,124.96,156.2,Completed,Q3,2024.0,3.7,86.19,0.52,217.99
CAMP_6928,Summer Conversion Push - YouTube 2022,Conversion,YouTube,Mid-Age 35-50,Middle East,2022-05-14,2022-05-21,7437.9,6699.07,1983429.0,10940.0,250.0,38.0,3476.19,0.5516,0.3473,0.61,176.29,220.36,Completed,Q2,2022.0,4.5,90.19,4.95,-48.11
CAMP_0674,Newsletter Win-back - SEO 2023,Re-engagement,SEO,Parents,Africa,2023-05-22,2023-08-05,10864.36,10251.75,276937.0,9592.0,388.0,79.0,2671.95,3.4636,0.8236,1.07,129.77,162.21,Completed,Q2,2023.0,3.3,82.63,4.63,-73.94
CAMP_2783,Flash Sale Conversion Push - Affiliate 2023,Conversion,Affiliate,Parents,Europe,2023-03-08,2023-07-06,56006.07,53761.87,4113330.0,47264.0,1765.0,837.0,58760.46,1.149,1.7709,1.14,64.23,80.29,Completed,Q1,2023.0,,64.87,13.25,9.3
CAMP_5069,Back to School Win-back - Instagram Ads 2023,Re-engagement,Instagram Ads,Young Adults 18-25,Europe,2023-05-13,2023-06-12,10710.03,7379.76,533537.0,5405.0,112.0,20.0,4278.3,1.0131,0.37,1.37,368.99,461.24,Completed,Q2,2023.0,2.6,90.21,5.77,-42.03
CAMP_2430,Upsell Lead Gen - Facebook Ads 2022,Lead Generation,Facebook Ads,Mid-Age 35-50,Asia Pacific,2022-11-05,2023-02-03,30864.58,19415.33,1221574.0,16065.0,1175.0,332.0,55326.13,1.3151,2.0666,1.21,58.48,73.1,Active,Q4,2022.0,2.2,76.87,10.99,184.96
CAMP_6918,Spring Retention - Instagram Ads 2023,Retention,Instagram Ads,Professionals 25-35,Europe,2023-07-29,2023-09-27,2428.99,2093.48,95093.0,1196.0,39.0,9.0,1225.63,1.2577,0.7525,1.75,232.61,290.76,Active,Q3,2023.0,4.1,74.81,5.24,-41.45
CAMP_2609,Newsletter Win-back - Google Ads 2022,Re-engagement,Google Ads,Young Adults 18-25,Asia Pacific,2022-07-09,2022-07-16,2002.29,1950.21,37878.0,949.0,41.0,10.0,5460.56,2.5054,1.0537,2.06,195.02,243.78,Active,Q3,2022.0,3.0,74.96,12.92,180.0
CAMP_9791,Holiday Conversion Push - Google Ads 2022,Conversion,Google Ads,Parents,North America,2022-05-06,2022-05-13,18213.74,16787.44,106581.0,6910.0,525.0,256.0,27388.96,6.4833,3.7048,2.43,65.58,81.97,Completed,Q2,2022.0,3.0,82.82,11.84,63.15
CAMP_6863,Newsletter Brand Awareness - Google Ads 2023,Brand Awareness,Google Ads,Students,Europe,2023-06-01,2023-10-29,16371.42,15262.14,101543.0,5878.0,156.0,21.0,6746.08,5.7887,0.3573,2.6,726.77,908.46,Completed,Q2,2023.0,3.8,89.22,9.97,-55.8
CAMP_0401,Spring Retention - Influencer 2024,Retention,Influencer,Professionals 25-35,Europe,2024-05-29,2024-06-12,26574.26,24769.16,2894342.0,20439.0,1053.0,214.0,38952.92,0.7062,1.047,1.21,115.74,144.68,Completed,Q2,2024.0,3.9,91.39,11.42,57.26
CAMP_7400,Autumn Retention - Influencer 2023,Retention,Influencer,Professionals 25-35,Asia Pacific,2023-06-17,2023-08-01,8031.94,8087.45,1017480.0,8765.0,416.0,185.0,68733.05,0.8614,2.1107,0.92,43.72,54.64,Completed,Q2,2023.0,3.5,76.82,5.38,749.87
CAMP_0008,Back to School Conversion Push - Email 2023,Conversion,Email,Professionals 25-35,Middle East,2023-09-28,2024-01-26,1942.1,1745.21,73267.0,1780.0,61.0,25.0,1302.86,2.4295,1.4045,0.98,69.81,87.26,Completed,Q3,2023.0,4.2,83.78,7.14,-25.35
CAMP_7951,Upsell Lead Gen - Google Ads 2024,Lead Generation,Google Ads,Mid-Age 35-50,North America,2024-03-17,2024-07-15,17577.08,13086.35,156222.0,5776.0,,163.0,76876.15,3.6973,2.822,2.27,80.28,100.36,Completed,Q1,2024.0,4.2,79.91,4.91,487.45
CAMP_4973,New Year Conversion Push - Email 2024,Conversion,Email,Young Adults 18-25,Europe,2024-01-02,2024-05-31,41644.37,31662.93,963989.0,,1285.0,482.0,25539.22,3.9022,1.2813,0.84,65.69,82.11,Completed,Q1,2024.0,3.0,86.89,5.63,-19.34
CAMP_2030,Autumn Lead Gen - Influencer 2023,Lead Generation,influencer,Professionals 25-35,Latin America,2023-03-07,2023-03-14,26484.81,20939.38,2871703.0,22191.0,1123.0,184.0,32581.16,0.7727,0.8292,0.94,113.8,142.25,Completed,Q1,2023.0,2.8,71.74,9.2,55.6
CAMP_7463,Premium Win-back - SEO 2022,Re-engagement,SEO,Professionals 25-35,Africa,2022-02-25,2022-03-04,68981.85,64455.32,1612527.0,60542.0,2757.0,728.0,120742.27,3.7545,1.2025,1.06,88.54,110.67,Completed,Q1,2022.0,2.7,75.86,10.87,87.33
CAMP_7394,Newsletter Conversion Push - Email 2022,Conversion,Email,Parents,North America,2022-07-27,2022-08-26,6624.44,5200.74,240909.0,6825.0,333.0,134.0,29401.21,2.833,1.9634,0.76,,48.51,Completed,Q3,2022.0,3.7,82.02,13.07,465.33
CAMP_7323,Loyalty Retention - Instagram Ads 2024,Retention,Instagram Ads,Young Adults 18-25,Latin America,2024-01-18,2024-06-16,128581.76,117376.74,6900043.0,94443.0,4560.0,635.0,19139.78,1.3687,0.6724,1.24,184.85,,Completed,Q1,2024.0,4.7,84.94,6.62,-83.69
CAMP_0975,Referral Lead Gen - Google Ads 2023,Lead Generation,Google Ads,Professionals 25-35,North America,2023-11-08,2023-11-29,6302.61,4691.02,80290.0,2336.0,185.0,59.0,8907.78,2.9095,2.5257,2.01,79.51,99.39,Active,Q4,2023.0,2.4,90.38,1.37,89.89
